HR,RD,PS,YEAR,FIPSNO
0.497906304,-1.12018221,0.5734582219,1,112
0.0,-0.173670687,-2.02426728,1,113
1.3912656343,0.1507174247,-0.118269022,1,114
0.0,-1.138602209,0.3346876841,1,115
1.2110422835,-1.071237675,0.7310540951,1,116
0.0,-1.159481723,-0.154037726,1,117
12.742099898,-0.888295927,-2.036928377,1,118
2.0673686532,-0.708203293,0.8639725862,1,119
2.7407772844,0.4367896805,-0.761642315,1,120
0.0,-0.594263172,-0.325346673,1,121
0.0,-0.473098176,-0.35580447,1,122
2.7987685418,0.0712934017,-0.699755465,1,123
3.8995476525,-1.188157793,-1.14467981,1,124
0.0,-0.874931586,-0.944481624,1,125
10.775281504,-0.227368127,-1.633406108,1,126
0.0,-1.161361658,-1.82176735,1,127
0.0,0.2288664003,-0.335651337,1,128
1.0373228771,-0.652550453,0.2002209747,1,129
0.0,-0.820421999,-0.37453808,1,130
1.5926863841,-0.800928381,0.0941116559,1,131
0.0,-0.248598897,-1.748870956,1,132
0.0,-1.171085403,0.1413004154,1,133
0.0,-0.2319301,-2.398494375,1,134
1.4812181538,-0.917322658,0.3652029069,1,135
0.0,-0.641799874,-1.477118285,1,136
11.015642212,-0.777205845,-1.750000825,1,137
9.9962870934,-1.215908724,-0.128469202,1,138
2.1481123463,-1.56678525,0.5203156027,1,139
10.670081093,0.3054303137,-1.244281212,1,140
0.6808278867,0.0901356672,0.2917962473,1,141
0.0,-1.197134632,-1.525311693,1,142
0.0,-0.861731222,-1.582925698,1,143
4.9229557426,-0.872120828,-1.20856701,1,144
0.0,-0.129560319,-0.841062932,1,145
1.9184652278,-0.360221723,-0.289991362,1,146
0.0,0.6368369079,-1.185886695,1,147
0.0,0.1149118619,-0.974148109,1,148
0.0,-0.181109802,-0.855707844,1,149
0.0,-0.249483865,-2.061901831,1,150
0.0,-0.570348658,-1.103131093,1,151
4.1264339358,-0.025338832,-0.817947596,1,152
0.0,-0.019802922,-0.343066397,1,153
0.0,-0.381905586,-0.557457104,1,154
3.6946722826,-1.025493945,0.1242160107,1,155
0.0,-0.842508075,-1.258335898,1,156
2.3699490461,-1.025356604,0.3275794606,1,157
4.2571306939,-0.79139441,-0.793088604,1,158
0.0,-0.719259728,-0.105804059,1,159
1.9180236684,-0.69869276,-0.746548505,1,160
7.7573500892,-0.491853344,-1.530933044,1,161
2.1092774459,-1.2451841,0.5594206243,1,162
0.0,-0.554523959,-2.251070234,1,163
0.0,-1.254677418,-1.079473572,1,164
0.0,-0.847542803,-0.349253747,1,165
27.30748225,1.0933933887,-1.515321678,1,166
1.9603230612,0.0960834238,-0.413288871,1,167
1.3191289528,-0.951292755,0.8365209041,1,168
0.0,-1.519995823,-1.386500376,1,169
0.5766912914,-1.258630449,0.6062251903,1,170
0.0,-0.73008716,-1.069830286,1,171
0.0,0.4777987235,-0.035591219,1,172
2.5024085682,0.0054583338,0.0122563449,1,173
0.0,0.3948995593,-1.011233494,1,174
12.274456855,-0.08309848,-0.909070132,1,175
4.8619214313,0.0442164774,-0.941600932,1,176
0.0,-0.639814204,-1.438146017,1,177
7.4923203716,-0.432688183,-1.327119852,1,178
0.0,-1.336401826,-0.118933316,1,179
0.0,0.0409685812,-0.220610876,1,180
3.6523009496,-0.99969653,0.1494530279,1,181
0.0,-0.573376453,-1.774652582,1,182
0.0,-1.06905546,0.0725418231,1,183
5.7404457456,-0.80052626,0.5992582093,1,184
3.2359317866,-0.109886699,-0.611818816,1,185
3.5180299033,0.3067360158,-0.825597125,1,186
3.6176832357,0.5408617426,-0.7076531,1,187
0.0,0.0466712351,-0.562491203,1,188
0.0,-0.054518696,-2.192028763,1,189
6.0320907226,-0.965306902,-1.364793506,1,190
0.0,0.1650059223,-0.588529814,1,191
1.5639906786,0.0404390939,0.0310383588,1,192
1.4213277333,-1.291812655,1.1881762066,1,193
4.9547875635,-1.241927779,-0.697695848,1,194
0.0,-0.238940383,-1.260855342,1,195
0.0,0.1481818869,-0.731617295,1,196
2.2546897547,-1.167163812,0.0437443085,1,197
0.0,-0.993629745,-1.36789462,1,198
2.3196474136,-0.067980221,-0.503985229,1,199
0.0,-0.32979458,-1.402108601,1,200
0.0,-0.105604644,-2.157976401,1,201
0.0,0.071062555,-1.17031426,1,202
0.0,-0.382848014,-1.464936099,1,203
11.498217776,0.8894398109,-1.437899412,1,204
0.9773451397,-0.699909925,0.0668903575,1,205
0.0,-0.747590733,-1.550828683,1,206
0.0,0.5945487994,-0.96166089,1,207
0.0,0.6750682498,-0.525657423,1,208
0.0,-1.091347407,-1.510062565,1,209
0.0,-0.935297912,-0.486602605,1,210
0.0,-0.447827158,-1.643408826,1,211
0.0,-0.668980447,0.0332044501,1,212
10.861301184,-1.202335568,-1.683327459,1,213
0.0,-0.466575717,-2.191902852,1,214
2.9041425519,-0.625886076,0.8059146841,1,215
0.0,-1.14904861,-0.247344888,1,216
0.722775748,-1.325860047,1.1293311204,1,217
2.7978288848,0.1478083443,-0.430372896,1,218
0.0,-0.068648809,-0.411342169,1,219
2.4636610002,-0.245919242,-0.18591907,1,220
2.4840400427,-0.342749597,-0.176997815,1,221
0.0,-1.303219111,-1.729416536,1,222
0.0,-0.38565686,0.0279739991,1,223
2.8690946859,-1.012561471,2.652774862,1,224
2.4884907304,-1.256592128,-0.254839164,1,225
4.9492699827,-1.247450471,-0.459716323,1,226
0.0,-0.164415533,-1.648439404,1,227
6.077549532,0.27521489,-0.106448404,1,228
1.660936436,-0.705841047,-0.350439541,1,229
0.0,-0.322601478,0.2986835599,1,230
2.2531656978,-0.261219194,-0.367477769,1,231
0.0,-0.325930636,-1.097398573,1,232
0.0,-0.55642223,-0.753497183,1,233
0.0,0.1397099738,-1.138866409,1,234
3.1697730443,0.3796642738,-0.675733209,1,235
0.0,0.3281442395,-0.543921624,1,236
2.5918150481,-0.869591492,-0.218787285,1,237
26.72010688,0.2398696954,-2.014069033,1,238
6.3407520132,0.4089276519,-1.496639674,1,239
2.0642025985,-1.210310851,0.9530038917,1,240
2.2270474918,-0.375152363,0.2797122193,1,241
2.052671552,-0.724573149,0.3243511268,1,242
0.7759517048,-1.933861771,1.2551006242,1,243
2.2231856027,-0.437917703,0.2293609675,1,244
0.0,0.0665013231,-0.289828556,1,245
0.0,0.01872373,-0.247839887,1,246
0.7516818882,-0.852869518,0.1947433187,1,247
0.0,0.2878685077,-0.578728214,1,248
1.7648823706,0.029232891,-0.047179652,1,249
0.8975049363,-1.180120468,0.1039740365,1,250
0.6357440749,-1.505508305,0.9054765486,1,251
1.4783277157,-0.751676887,0.4544691647,1,252
2.2058985728,-0.909376359,1.1704030268,1,253
0.0,0.4742206725,-0.39109569,1,254
0.0,-0.924755552,-1.750259246,1,255
0.0,-0.399528779,-1.203732018,1,256
0.0,0.3899927868,-1.338646188,1,257
1.8587639931,-1.243187135,2.9211473352,1,258
2.8475425708,0.1290203318,-0.723587814,1,259
3.4288849266,-0.687636822,0.2296507402,1,260
3.8232145588,-0.202952524,0.0941040898,1,261
0.0,-0.958509013,-1.10149031,1,262
0.0,-1.442794421,-1.930236801,1,263
0.0,0.4041066866,-0.953041206,1,264
1.6485328058,-0.54562851,-0.030370288,1,265
0.0,-0.205653914,-0.138922354,1,266
1.5778159083,-1.23584058,2.8342449131,1,267
0.0,-1.033144255,-0.667284383,1,268
2.5135417059,-1.008207448,0.1557574128,1,269
0.0,-1.451045697,-1.895376801,1,270
2.7676298018,-0.535892719,-0.989145983,1,271
1.3530884243,-0.929991259,-0.002205203,1,272
0.0,-0.021813272,0.1148850858,1,273
0.0,-1.097185122,-0.94723728,1,274
0.0,0.0409268743,-0.796507316,1,275
1.1309402637,-0.315651789,0.2749458195,1,276
1.6548345993,-0.345336933,-0.047097667,1,277
0.9167331298,-0.81316362,0.8104785186,1,278
0.0,-1.193587406,-0.949714324,1,279
7.105805443,-0.79141455,-1.654981093,1,280
2.8015913039,-0.991398182,-0.968655661,1,281
17.061934823,-1.284287341,-1.655481079,1,282
8.7770112521,-0.917017693,-0.528788348,1,283
1.4900242874,-0.333065476,0.2768535029,1,284
0.0,-1.344804801,-1.425067664,1,285
0.0,-0.458139899,0.2329587272,1,286
1.5606954459,-0.808530394,0.235794157,1,287
0.0,0.4637174526,-0.850383854,1,288
1.2770902775,-1.555384916,1.0776775821,1,289
0.0,0.1472687356,-0.26648258,1,290
0.0,-0.250017625,-1.745740017,1,291
12.810658468,0.1993536126,-1.695038078,1,292
4.9662296385,0.1803141654,-1.136675737,1,293
0.0,0.012848661,-0.04453963,1,294
0.0,-0.528720196,0.1048679492,1,295
0.0,-0.428594501,-2.186865275,1,296
0.5717552887,-1.066683674,0.8094175774,1,297
0.0,-0.408407011,-0.972327229,1,298
14.025245442,-1.296472424,-1.167472544,1,299
0.0,-0.788202482,0.2613087317,1,300
10.576973928,0.580789507,-0.829955411,1,301
0.0,-0.401145349,-0.371390974,1,302
0.5662482092,-1.207695919,0.3808779058,1,303
8.1599347205,-1.697563255,-1.516423334,1,304
0.0,-0.510519715,0.1019102901,1,305
1.4728408154,-0.304238533,0.032572569,1,306
10.091835705,-0.514504417,-1.767074528,1,307
7.6813765027,-1.010178332,-1.028794806,1,308
0.0,-0.033773266,-0.143887223,1,309
0.4478781771,-0.882485355,1.0651430525,1,310
1.4956066554,-0.815231464,1.0350268603,1,311
0.0,-0.732335967,0.3177126889,1,312
0.0,-1.215451092,0.4906826995,1,313
0.0,-0.060647521,-0.05810865,1,314
1.6919042382,-1.235259613,0.7438213252,1,315
0.0,-0.214515654,-0.445108793,1,316
0.0,-1.404014559,-2.09790504,1,317
1.537373551,-0.595081051,-0.185533069,1,318
0.0,-0.34732152,0.0467150839,1,319
0.0,0.2500531127,-0.513648728,1,320
0.0,-1.186196947,-0.213651456,1,321
0.0,-0.174175515,-0.315487395,1,322
0.0,-0.154779836,0.0585621969,1,323
2.2000748025,0.2924908367,-0.382730445,1,324
0.0,-0.670675514,-2.747440673,1,325
0.0,-1.272553973,-1.126403414,1,326
0.0,-0.96158889,-1.663247983,1,327
0.0,-1.298428279,-0.417925038,1,328
1.8885741265,-0.567230431,0.0641024035,1,329
0.0,-0.106443373,0.1111741559,1,330
0.8549639205,-0.718731532,0.5898447659,1,331
0.0,-0.145913427,-0.697410376,1,332
0.0,-0.368072208,-0.089568204,1,333
2.2911475785,-1.336178073,0.3054056814,1,334
0.0,-0.750236455,-0.572074386,1,335
0.0,-0.294066385,0.2534258729,1,336
3.1109037175,-0.85573739,0.5408519851,1,337
1.5447832669,-0.892582867,1.2202160397,1,338
0.0,-0.802041531,0.2358180748,1,339
1.9599772643,-0.371301814,-0.069506814,1,340
4.3929010719,-0.609250484,-0.857382926,1,341
2.064430888,-0.443234739,0.0540830461,1,342
1.364526407,-0.862023132,0.3331656203,1,343
1.443001443,-1.230993832,-0.439232455,1,344
2.3330417031,-0.470812135,0.4514952165,1,345
20.251113811,-1.153480689,-2.323220011,1,346
1.8020940333,-0.339426099,0.0435866539,1,347
0.0,-0.315873106,-0.081444571,1,348
0.0,-0.652759463,-0.327140877,1,349
1.432459533,-1.369582621,0.9306373872,1,350
0.0,-0.654196649,0.5535651956,1,351
0.0,-0.169089798,-0.183682529,1,352
0.0,-1.414087746,-1.794914365,1,353
0.0,-0.044109782,-1.514114773,1,354
4.1630240206,-0.447468342,-0.212264104,1,355
6.2340253101,-0.455343157,-0.035635275,1,356
0.0,1.63637925,-1.896374127,1,357
24.703557312,0.6548383584,-1.183103248,1,358
0.0,0.0431499994,-0.578938511,1,359
0.0,-0.110468908,-0.201529059,1,360
0.0,-0.232212608,-0.199199452,1,361
0.0,0.0749674091,-1.104406526,1,362
0.0,0.0231755651,-0.282666822,1,363
0.0,-0.14388392,-0.176853941,1,364
0.0,-0.944715645,0.3002818,1,365
0.5086573481,-1.157902606,0.8951061054,1,366
0.0,0.6587372155,-0.987529034,1,367
0.0,-0.397568049,-0.383126922,1,368
0.814259309,-0.65948518,0.5506264282,1,369
0.0,-1.393798586,-1.186867746,1,370
0.0,0.102966815,-1.91483366,1,371
0.729590171,-0.878691959,1.5875039417,1,372
3.752486022,-1.231502596,-1.077560443,1,373
3.2009218655,-0.527903044,0.2073254605,1,374
2.6962172073,-0.645615978,-0.226114772,1,375
0.0,-0.87007733,-1.553257141,1,376
0.0,-0.23586892,-0.13053883,1,377
0.5022349455,-1.01118791,0.6350010651,1,378
0.9199843603,-1.008951336,1.1021076799,1,379
1.9937396575,-1.058385488,-0.691229305,1,380
5.2369730296,-1.029057242,-1.296714284,1,381
0.0,-1.106998118,-0.616477266,1,382
9.88533017,-1.057900545,-1.808892779,1,383
1.462437298,-0.85011075,0.4013582836,1,384
6.3691022114,-1.084042878,-0.725510845,1,385
0.0,-0.400058554,-1.844491362,1,386
0.0,-0.882404533,-1.641268518,1,387
0.0,-0.980112428,-1.464884933,1,388
0.0,-0.948198345,0.4267363106,1,389
1.4607496567,-1.351614021,0.2241772774,1,390
0.0,0.9626280342,-1.16186503,1,391
0.0,-0.303434349,-0.990243313,1,392
0.0,-0.889510413,-0.492747172,1,393
1.1561629265,-0.686577088,0.8397954699,1,394
25.025025025,1.5009692424,-1.819697265,1,395
0.0,-1.007286582,-2.570708261,1,396
0.0,-0.579598131,-1.407985623,1,397
0.7134855912,-0.561145587,0.5141109546,1,398
1.4073604954,-0.321101693,0.0801353275,1,399
3.0801809606,-1.123035458,1.0365151739,1,400
0.0,-0.445820271,-0.322710406,1,401
0.0,-0.850884335,0.4489663332,1,402
0.0,-0.318649713,0.069128672,1,403
2.150398899,0.1215186286,-0.24043464,1,404
1.2352083797,-0.565360155,0.1849631963,1,405
0.0,-0.32318132,-0.109942014,1,406
0.0,-1.100354432,0.638402666,1,407
0.0,-0.104758806,0.0176315063,1,408
0.0,-0.538953282,-0.019218079,1,409
0.0,0.7806402024,-1.016769469,1,410
0.0,0.4575161885,-0.660740613,1,411
2.3473706096,-0.808001187,1.0716485103,1,412
0.0,-0.670238518,0.5782991124,1,413
2.4966117412,-1.126008953,1.0097960108,1,414
0.7575413239,-0.675413961,0.4829757856,1,415
0.0,-0.211919896,-0.973139022,1,416
0.0,-1.153682406,0.4327460958,1,417
3.8966605619,0.2351860512,0.1006455949,1,418
16.666666667,1.4562353578,-1.355446805,1,419
5.2287581699,-0.363432604,-1.753956539,1,420
0.7106411404,-1.442222489,0.2815341715,1,421
1.181279089,-0.969948625,-0.15524867,1,422
9.1276110233,-1.332630605,-0.115770386,1,423
4.6567942628,-1.431359882,-1.689996734,1,424
1.2131137597,-1.363588864,0.4506206944,1,425
1.967003516,-1.100082608,0.800892311,1,426
2.3752687023,-0.985782023,0.3069502611,1,427
1.1148458447,-1.160432642,1.0162240313,1,428
1.8849430747,-0.127014849,-0.07742493,1,429
4.0303891341,-1.455204569,-0.043212443,1,430
0.0,0.4880829443,-0.936436309,1,431
0.0,-0.700163294,-1.794505676,1,432
2.8284542498,0.5850344162,-0.609339135,1,433
0.0,0.3504271054,-0.450304007,1,434
0.0,0.2073273439,-0.349641273,1,435
0.0,-0.324573565,-0.368696705,1,436
0.0,-0.45119279,-0.179241301,1,437
0.0,0.3278902131,-0.18570854,1,438
0.0,-0.389168497,-0.180525079,1,439
0.0,-0.040143145,0.0220208162,1,440
0.0,-0.961567028,-1.5553444,1,441
0.0,-0.170014464,-0.381812458,1,442
0.0,-0.261299338,-0.193616102,1,443
0.0,-0.303199919,0.021283236,1,444
2.6176639966,0.3757940951,-0.25786999,1,445
0.0,-0.569072594,-0.076310407,1,446
0.0,-0.018839302,-0.235631086,1,447
0.0,0.3996683586,-0.936276979,1,448
0.0,0.50900559,-0.554234627,1,449
3.118762475,-0.937058444,-0.844591358,1,450
0.0,-1.175882989,-2.001972811,1,451
6.115833894,0.0362538753,-0.129057704,1,452
1.1223848433,-0.973766916,1.0566033769,1,453
0.0,0.394330965,-1.679575522,1,454
14.303082314,1.3134789968,-1.407989979,1,455
0.0,-0.788649157,0.1441038453,1,456
3.6963110815,-0.955938196,-1.270819712,1,457
0.0,-0.981096501,0.8007991249,1,458
0.0,-1.146122473,1.1965466811,1,459
0.0,-0.33878823,0.1376516216,1,460
1.1194698191,-0.785181773,0.2221417655,1,461
0.0,-0.3944212,-0.023679415,1,462
1.3361660053,-1.024154961,0.7296638249,1,463
0.0,-0.491153476,-0.034587332,1,464
2.2824796859,-0.261443147,-0.217672379,1,465
0.0,-0.016246533,-0.205223825,1,466
0.0,-0.764358801,0.1101601831,1,467
0.0,-0.15889901,-0.153472184,1,468
1.6979946683,-0.060582538,-0.088967813,1,469
0.0,-0.228304249,0.4016248352,1,470
1.4967735176,-1.088750473,1.5623788259,1,471
0.0,-1.256949379,-1.540196359,1,472
0.0,-0.471644015,-0.627275366,1,473
2.315779723,-1.113877945,-0.323515299,1,474
1.5381539077,-1.167977268,0.5456221527,1,475
1.8992270146,-0.192482632,-0.04249921,1,476
0.0,0.5584037239,-0.56657062,1,477
0.0,-0.974912976,-1.511271721,1,478
0.0,-0.210121876,-0.415532254,1,479
0.0,-0.326848252,-0.332513041,1,480
0.0,-0.324875839,0.2173311813,1,481
0.0,0.1115904386,-0.009785148,1,482
0.0,-0.884625561,0.9542268815,1,483
0.0,-1.238801666,-1.294884539,1,484
4.0533419805,-1.385146435,0.4905274507,1,485
0.0,-0.606900575,-2.003643083,1,486
0.0,-0.553880729,-0.853774605,1,487
0.0,-0.529072071,-1.09245604,1,488
3.6054550535,-1.065979897,0.4867872338,1,489
0.0,0.4954037606,-1.996915932,1,490
7.3860698722,0.6518873187,-1.10611545,1,491
0.0,-0.630362829,-1.472482668,1,492
0.0,-1.526274586,-0.612981403,1,493
0.2337786817,-0.840060219,1.4917396064,1,494
0.654039347,-1.010891079,1.9482086927,1,495
0.0,-0.277000156,0.020507571,1,496
0.0,-0.274122781,-0.032478057,1,497
1.5791800897,-0.634012568,0.1573108545,1,498
1.9083605275,-0.344427056,-0.086383452,1,499
1.5731432976,-0.520672516,0.0690127741,1,500
3.1865908258,-0.960324284,0.1729208637,1,501
0.0,-0.312680374,-0.244113969,1,502
0.0,-0.739202809,-0.205231838,1,503
0.0,-0.701695245,-0.000348137,1,504
0.0,-0.468728076,-0.182558794,1,505
3.2087071477,-0.607367041,0.5654915779,1,506
0.0,0.3217261382,-0.76232713,1,507
0.5859971298,-0.9975465,2.6645205292,1,508
0.0,0.2265346667,-0.518921929,1,509
4.9870337123,0.2568924419,-0.37701698,1,510
0.0,-0.768820814,-0.403176103,1,511
2.9477655937,-0.546794844,0.0894213458,1,512
0.0,0.0744851433,-1.400638757,1,513
0.0,-0.24230905,-0.091427095,1,514
0.9770658225,-0.863075278,2.0748177975,1,515
0.0,-0.082298162,-1.763340704,1,516
0.0,-0.890056773,-0.024231562,1,517
0.0,-0.045252337,-0.610161857,1,518
0.938075304,-1.027687079,1.3695780696,1,519
3.0378147176,-1.0882064,0.7313603364,1,520
1.0763608026,-1.126432144,3.0896697459,1,521
0.914450838,-1.104420536,2.2978600426,1,522
1.6656672663,-0.939133022,1.0738199875,1,523
0.0,-1.146752844,-0.657072392,1,524
0.6972042111,-1.017987153,0.6200701612,1,525
0.0,-0.017473439,-0.036673566,1,526
0.0,-0.548183851,0.1107201684,1,527
2.177190662,-1.364515433,1.4285556766,1,528
0.0,-0.604416982,-0.843501338,1,529
4.6328468844,-0.956175657,-1.212648504,1,530
0.0,-1.437436724,-0.958606054,1,531
1.5453705335,-0.888153396,1.1827094304,1,532
0.0,-0.418860541,-0.393683836,1,533
0.0,-0.473839494,-0.104649096,1,534
0.0,-0.392234251,-0.151391432,1,535
0.0,-0.634415888,0.0225775202,1,536
0.9687200302,-1.187361933,1.3208032527,1,537
0.0,-0.617607474,0.1153794648,1,538
0.0,-0.540854065,-0.198589366,1,539
2.7394258163,-1.04690469,-0.081441282,1,540
1.5311590874,-0.646920027,0.3034296124,1,541
0.0,-0.546404945,0.0718350218,1,542
3.5219700492,-0.882663192,0.6491086965,1,543
0.0,-0.412745963,-1.554356085,1,544
0.0,-0.72721393,0.3263682686,1,545
3.117119007,-0.281202594,3.6706820167,1,546
11.157974604,-1.056275341,-1.10705271,1,547
0.0,0.1761923242,-0.618189938,1,548
5.7038558065,-0.82730312,-0.60552311,1,549
0.0,0.3242909609,-0.636132718,1,550
0.0,-1.068422536,-0.618753495,1,551
0.0,-0.68241711,-0.692885626,1,552
3.2122321801,-0.312465855,0.0120823463,1,553
0.0,-0.353738842,-0.426864597,1,554
0.7763619524,-1.076463034,2.3674721321,1,555
0.0,-0.354747388,0.0429409483,1,556
0.0,-0.607649804,0.0681195514,1,557
2.9218621027,-1.293164441,1.4342981202,1,558
0.0,-0.24951294,-0.002206863,1,559
9.2119202248,0.0958494853,-0.628110824,1,560
3.7202380952,-1.357761742,-1.063221425,1,561
1.0733255786,-1.106008294,1.9270254328,1,562
0.2613067428,-1.352393423,2.6584612661,1,563
0.0,-0.218145967,-0.325353574,1,564
0.0,-0.062933125,-0.110515601,1,565
0.0,-0.54085581,0.1456077888,1,566
0.0,-0.239144212,-0.229076993,1,567
1.1889051373,-0.691024177,0.2850285627,1,568
0.8775624824,-0.929147378,0.5192981501,1,569
2.0272872869,-1.036963294,0.7250470949,1,570
1.6834450019,-0.892618492,1.1644262649,1,571
0.0,-0.063899437,-0.342643331,1,572
1.1710933997,-0.816845796,2.3496911668,1,573
0.0,0.2290758466,-0.837843198,1,574
0.0,-0.641646488,0.2014211379,1,575
0.0,-0.473784521,-2.385788624,1,576
0.0,0.4582208243,-2.222501925,1,577
0.0,-0.557249138,-2.278682956,1,578
12.35025318,0.2194022721,-1.523085155,1,579
0.0,-0.229992329,-2.312245746,1,580
0.0,0.1527978361,-2.094156728,1,581
0.0,0.0896040496,-2.35516242,1,582
0.9469266548,-1.046503041,1.5849163128,1,583
1.4227584441,-0.930844519,1.1259625016,1,584
3.2705389848,-0.134823424,-0.438787014,1,585
1.390557558,-1.258610815,1.2417588249,1,586
2.0302949003,-1.244414366,2.6745019164,1,587
0.6054001695,-1.046040095,0.7415034109,1,588
0.9698803653,-1.525916831,1.0891111425,1,589
2.4305353011,-1.083972173,1.0129642189,1,590
0.0,-0.691447973,0.4706011252,1,591
1.1721034686,-0.719791158,2.7237108493,1,592
0.9314109012,-1.022587419,0.2264791545,1,593
3.0409001064,-1.210635386,-0.416373357,1,594
0.0,-0.492501442,-1.701221578,1,595
1.3300879188,-1.572826672,-0.589558571,1,596
0.0,-0.525599839,-2.089794952,1,597
2.9577923038,-0.946248621,0.3482191579,1,598
